State Name,Constituency Name,Candidates Name,Party Name,Party Type,Votes Secured,% Of Votes Secured - Over Total Electors In Constituency,% Of Votes Secured - Over Total Valid Votes In Constituency,Status,Total Valid Votes,Total Electors In Constituency
Maharashtra,Nagpur (GEN),Babita Raju Awasthi,IND,Z,182,0.01,0.02,FD,1205847,2224282
Maharashtra,Bhandara Gondiya (GEN),Suryakiran Ishwar Nandagawali,IND,Z,1162,0.06,0.09,FD,1224805,1830399
Maharashtra,Chandrapur (GEN),Dhanorkar Pratibha Suresh Alias Balubhau,INC,N,718410,39.05,58.39,W,1230461,1839760
Maharashtra,Chandrapur (GEN),Purnima Dilip Ghonmode,BARESP,U,973,0.05,0.08,FD,1230461,1839760
Maharashtra,Chandrapur (GEN),Vanita Jitendra Raut,ABMP,U,1057,0.06,0.09,FD,1230461,1839760
Maharashtra,Yavatmal- Washim (GEN),Rajshritai Hemant Patil (Mahalle),SHS,S,500334,25.76,41.14,L,1216139,1942461
Maharashtra,Yavatmal- Washim (GEN),Sangita Dinesh Chavhan,IND,Z,7180,0.37,0.59,FD,1216139,1942461
Maharashtra,Hingoli (GEN),Devsarkar Varsha Shivajirao,BMUP,U,4099,0.23,0.35,FD,1156175,1819082
Maharashtra,Hingoli (GEN),Trishala Milind Kamble,BSP(A),U,2150,0.12,0.19,FD,1156175,1819082
Maharashtra,Nanded (GEN),Kausar Sultana,INL,U,1215,0.07,0.11,FD,1124626,1853532
Maharashtra,Nanded (GEN),Rukminbai Shankarrao Gite,BPSJP,U,903,0.05,0.08,FD,1124626,1853532
Maharashtra,Nanded (GEN),Sushila Nilkanthrao Pawar,SMNKJP,U,1890,0.1,0.17,FD,1124626,1853532
Maharashtra,Nanded (GEN),Kalpana Sanjay Gaikwad,IND,Z,1310,0.07,0.12,FD,1124626,1853532
Maharashtra,Parbhani (GEN),Sangeeta Vyakantrao Giri,SSS,U,2339,0.11,0.18,FD,1327791,2124497
Maharashtra,Aurangabad (GEN),Panchashila Babulal Jadhav,RBS,U,1274,0.06,0.1,FD,1296424,2061220
Maharashtra,Aurangabad (GEN),Pratiksha Prashant Chavan,ARP,U,1194,0.06,0.09,FD,1296424,2061220
Maharashtra,Aurangabad (GEN),Manisha Kharat,BAHUMP,U,3105,0.15,0.24,FD,1296424,2061220
Maharashtra,Aurangabad (GEN),Meenasing Avdheshsing Sing,IND,Z,784,0.04,0.06,FD,1296424,2061220
Maharashtra,Aurangabad (GEN),Sangita Ganesh Jadhav,IND,Z,2212,0.11,0.17,FD,1296424,2061220
Maharashtra,Dindori (ST),Dr. Bharati Pravin Pawar,BJP,N,464140,24.98,37.65,L,1232664,1857924
Maharashtra,Dindori (ST),Dhomse Malati Rahul,VBA,U,37103,2,3.01,FD,1232664,1857924
Maharashtra,Nashik (GEN),Jayshri Mahendra Patil,SaSP,U,2426,0.12,0.2,FD,1231019,2033175
Maharashtra,Nashik (GEN),Darshana Amol Medhe,PRCP,U,4736,0.23,0.38,FD,1231019,2033175
Maharashtra,Nashik (GEN),Bhagyashri Nitin Adsul,INDPPLSADH,U,1244,0.06,0.1,FD,1231019,2033175
Maharashtra,Nashik (GEN),Tilottama Sunil Jagtap,IND,Z,656,0.03,0.05,FD,1231019,2033175
Maharashtra,Nashik (GEN),Sushama Abhijit Gorane,IND,Z,2260,0.11,0.18,FD,1231019,2033175
Maharashtra,Palghar (ST),Bharti Bharat Kamdi,SHSUBT,S,417938,19.45,30.9,L,1352689,2148850
Maharashtra,Palghar (ST),Vijaya Rajkumar Mhatre,VBA,U,10936,0.51,0.81,FD,1352689,2148850
Maharashtra,Palghar (ST),Meena Kishor Bhad,IND,Z,14235,0.66,1.05,FD,1352689,2148850
Maharashtra,Bhiwandi (GEN),Kanchan Vinayak Vakhare,NRSP,U,24625,1.18,1.98,FD,1244052,2087604
Maharashtra,Bhiwandi (GEN),Tara Pintya Waghe,IND,Z,6908,0.33,0.56,FD,1244052,2087604
Maharashtra,Bhiwandi (GEN),Manisha Santosh Gondhale,IND,Z,5120,0.25,0.41,FD,1244052,2087604
Maharashtra,Bhiwandi (GEN),Ranjana Ravi Tribhuwan,IND,Z,1085,0.05,0.09,FD,1244052,2087604
Maharashtra,Bhiwandi (GEN),Sonali Ashok Gangawane,IND,Z,698,0.03,0.06,FD,1244052,2087604
Maharashtra,Kalyan (GEN),Vaishali Darekar - Rane,SHSUBT,S,380492,18.27,36.8,L,1034050,2082800
Maharashtra,Kalyan (GEN),Poonam Jagannath Baisane,BARESP,U,1381,0.07,0.13,FD,1034050,2082800
Maharashtra,Kalyan (GEN),Sushila Kashinath Kamble,BSP(A),U,1858,0.09,0.18,FD,1034050,2082800
Maharashtra,Kalyan (GEN),Ashwini Amol Kendre,IND,Z,2468,0.12,0.24,FD,1034050,2082800
Maharashtra,Kalyan (GEN),Prajakta Nilesh Yelve,IND,Z,783,0.04,0.08,FD,1034050,2082800
Maharashtra,Thane (GEN),Salima Muktar Vasani,BAHUMP,U,912,0.04,0.07,FD,1291167,2508072
Maharashtra,Thane (GEN),Archana Dinkar Gaikwad,IND,Z,1180,0.05,0.09,FD,1291167,2508072
Maharashtra,Mumbai North (GEN),Deepali Bhawarsing Shekhawat,MVA,U,625,0.03,0.06,FD,1022147,1812115
Maharashtra,Mumbai North (GEN),Adv. Sonal Diwakar Gondane,VBA,U,6052,0.33,0.59,FD,1022147,1812115
Maharashtra,Mumbai North (GEN),Dipti Ashok Walawalkar,IND,Z,1472,0.08,0.14,FD,1022147,1812115
Maharashtra,Mumbai North West (GEN),Sarika Dabral,INGRP,U,768,0.04,0.08,FD,939778,1735295
Maharashtra,Mumbai North West (GEN),Adv. Lata Pandurang Shinde,IND,Z,1154,0.07,0.12,FD,939778,1735295
Maharashtra,Mumbai North West (GEN),Sushma Dayanand Mehta,IND,Z,882,0.05,0.09,FD,939778,1735295
Maharashtra,Mumbai North West (GEN),Hruda Dhananjay Shinde,IND,Z,1078,0.06,0.11,FD,939778,1735295
Maharashtra,Mumbai North East (GEN),Vidya Naik,IND,Z,979,0.06,0.11,FD,916296,1637292
Maharashtra,Mumbai North East (GEN),Dr. Sushma Maurya,IND,Z,2891,0.18,0.32,FD,916296,1637292
Maharashtra,Mumbai North Central (GEN),Gaikwad Varsha Eknath,INC,N,445545,25.54,49.46,W,900813,1744297
Maharashtra,Mumbai North Central (GEN),Harshada Baburav Jadhav,MVA,U,690,0.04,0.08,FD,900813,1744297
Maharashtra,Mumbai North Central (GEN),Nazmakhathun Mohammed Zafar Khan,IND,Z,732,0.04,0.08,FD,900813,1744297
Maharashtra,Mumbai North Central (GEN),Rama Arun Sable,IND,Z,636,0.04,0.07,FD,900813,1744297
Maharashtra,Mumbai South (GEN),Yamini Yashwant Jadhav,SHS,S,342982,22.32,45.15,L,759702,1536443
Maharashtra,Mumbai South (GEN),Gohil Manisha Shivram,IND,Z,1045,0.07,0.14,FD,759702,1536443
Maharashtra,Mumbai South (GEN),Sabeeha Khan,IND,Z,1694,0.11,0.22,FD,759702,1536443
Maharashtra,Raigad (GEN),Kumudini Ravindra Chavan,VBA,U,19618,1.17,1.99,FD,986002,1669722
Maharashtra,Raigad (GEN),Anjani Ashwin Kelkar,IND,Z,1350,0.08,0.14,FD,986002,1669722
Maharashtra,Maval (GEN),Madhavitai Naresh Joshi,VBA,U,27768,1.07,1.98,FD,1402641,2585776
Maharashtra,Pune (GEN),Vijayalaxmi Shrikant Sindagi,RASMARP,U,240,0.01,0.02,FD,1097112,2062172
Maharashtra,Pune (GEN),Ashwini Pratibha Khairnar,IND,Z,415,0.02,0.04,FD,1097112,2062172
Maharashtra,Pune (GEN),Dr. Devyani Pandit,IND,Z,650,0.03,0.06,FD,1097112,2062172
Maharashtra,Baramati (GEN),Priyadarshani Nandkumar Kokare,BSP,N,10030,0.42,0.71,FD,1403198,2374884
Maharashtra,Baramati (GEN),Sunetra Ajitdada Pawar,NCP,S,573979,24.17,40.91,L,1403198,2374884
Maharashtra,Baramati (GEN),Supriya Sule,NCPSP,S,732312,30.84,52.19,W,1403198,2374884
Maharashtra,Baramati (GEN),Kamble Trishala,BSP(A),U,5036,0.21,0.36,FD,1403198,2374884
Maharashtra,Baramati (GEN),Savita Bhimrao Kadale,HJP,U,551,0.02,0.04,FD,1403198,2374884
Maharashtra,Baramati (GEN),Kalyani Sujitkumar Waghmode,IND,Z,1975,0.08,0.14,FD,1403198,2374884
Maharashtra,Baramati (GEN),Shubhangi Dhaygude,IND,Z,1292,0.05,0.09,FD,1403198,2374884
Maharashtra,Baramati (GEN),Sunita Pawar,IND,Z,4151,0.17,0.3,FD,1403198,2374884
Maharashtra,Shirur (GEN),Chaaya Sanjay Jagdale-Solanke,IND,Z,1830,0.07,0.13,FD,1364803,2541750
Maharashtra,Ahmednagar (GEN),Aarti Kishorkumar Haldar,PRCP,U,3799,0.19,0.29,FD,1322195,1988934
Maharashtra,Shirdi (SC),Utkarsha Premanand Rupwate,VBA,U,90929,5.41,8.62,FD,1054484,1680067
Maharashtra,Beed (GEN),Pankaja Gopinathrao Munde,BJP,N,677397,31.55,44.56,L,1520208,2147063
Maharashtra,Beed (GEN),Karuna Dhananjay Munde,SSS,U,1599,0.07,0.11,FD,1520208,2147063
Maharashtra,Beed (GEN),Laxmibai Bajirao More,IND,Z,382,0.02,0.03,FD,1520208,2147063
Maharashtra,Beed (GEN),Shital Shivaji Dhondre,IND,Z,1303,0.06,0.09,FD,1520208,2147063
Maharashtra,Osmanabad (GEN),Archana Ranajagjitsinh Patil,NCP,S,418906,20.98,32.81,L,1276754,1996484
Maharashtra,Osmanabad (GEN),Shayani Navanath Jadhav,IND,Z,782,0.04,0.06,FD,1276754,1996484
Maharashtra,Latur (SC),Atithi Khanderao Suryvanshi,SSS,U,5178,0.26,0.42,FD,1235512,1980409
Maharashtra,Latur (SC),Papita Raosaheb Randive,IND,Z,581,0.03,0.05,FD,1235512,1980409
Maharashtra,Solapur (SC),Praniti Sushilkumar Shinde,INC,N,620225,30.52,51.61,W,1201760,2031921
Maharashtra,Solapur (SC),Shrividyadurgadevi,IND,Z,3493,0.17,0.29,FD,1201760,2031921
Maharashtra,Sangli (GEN),Suwarnatai Sudhakar Gayakwad,IND,Z,1937,0.1,0.17,FD,1162179,1874176
Maharashtra,Satara (GEN),Pratibha Shelar,IND,Z,1123,0.06,0.09,FD,1192482,1899325
Maharashtra,Satara (GEN),Seema Sunil Potdar,IND,Z,3458,0.18,0.29,FD,1192482,1899325
Maharashtra,Kolhapur (GEN),Krushnabai Dipak Chougale,IND,Z,3063,0.16,0.22,FD,1387343,1942725
Maharashtra,Kolhapur (GEN),Madhuri Raju Jadhav,IND,Z,3508,0.18,0.25,FD,1387343,1942725
Meghalaya,Shillong (ST),Dr. Mazel Ampareen Lyngdoh,NPEP,N,186488,13.29,18.16,L,1026903,1402892
Meghalaya,Tura (ST),Agatha K Sangma,NPEP,N,228678,27.63,34.22,L,668216,827559
Mizoram,MIZORAM (ST),Rita Malsawmi,MPC,U,3793,0.44,0.77,FD,489443,861327
Odisha,Bargarh (GEN),Parinita Mishra,BJD,S,464692,28.44,35.82,L,1297323,1633893
Odisha,Bargarh (GEN),Devika Sika,NAPt,U,4538,0.28,0.35,FD,1297323,1633893
Odisha,Mayurbhanj (ST),Anjani Soren,JMM,S,135399,8.76,11.73,FD,1154097,1546274
Odisha,Mayurbhanj (ST),Santilata Chattar,IND,Z,8477,0.55,0.73,FD,1154097,1546274
Odisha,Balasore (GEN),Lekhasri Samantsinghar,BJD,S,416335,25.86,33.81,L,1231339,1610043
Odisha,Bhadrak (SC),Manjulata Mandal,BJD,S,481775,27.16,37.29,L,1291899,1773928
Odisha,Jajpur (SC),Sarmistha Sethi,BJD,S,532652,34.4,46.14,L,1154420,1548594
Odisha,Jajpur (SC),Er. Sandhya Rani Mallick,BSP,N,3218,0.21,0.28,FD,1154420,1548594
Odisha,Jajpur (SC),Jhuna Malik,MLD,U,2077,0.13,0.18,FD,1154420,1548594
Odisha,Dhenkanal (GEN),Sashmita Behera,INC,N,34730,2.26,2.95,FD,1177896,1533702
Odisha,Dhenkanal (GEN),Manasi Swain,SUCI,U,3384,0.22,0.29,FD,1177896,1533702
Odisha,Dhenkanal (GEN),Swapna Rani James,US,U,1608,0.1,0.14,FD,1177896,1533702
Odisha,Bolangir (GEN),Sangeeta Kumari Singh Deo,BJP,N,617744,34.25,44.63,W,1384184,1803544
Odisha,Kalahandi (GEN),Droupadi Majhi,INC,N,303199,17.81,23.07,L,1314529,1702038
Odisha,Kalahandi (GEN),Malvika Devi,BJP,N,544303,31.98,41.41,W,1314529,1702038
Odisha,Kandhamal (GEN),Kanak Manjari Rath,IND,Z,5205,0.39,0.53,FD,980371,1340580
Odisha,Cuttack (GEN),Minati Patnaik,SAMO,U,1251,0.08,0.11,FD,1112636,1574979
Odisha,Cuttack (GEN),Sobha Pandey,IND,Z,3888,0.25,0.35,FD,1112636,1574979
Odisha,Kendrapara (GEN),Suprava Das,AKBRPRVP,U,1561,0.09,0.12,FD,1271293,1795725
Odisha,Jagatsinghpur (SC),Dr. Rajashree Mallick,BJD,S,548397,32.19,42.8,L,1281405,1703489
Odisha,Jagatsinghpur (SC),Bhanumati Das,US,U,677,0.04,0.05,FD,1281405,1703489
Odisha,Jagatsinghpur (SC),Sili Mallick,SAMO,U,930,0.05,0.07,FD,1281405,1703489
Odisha,Puri (GEN),Sobha Pandey,IND,Z,2229,0.14,0.19,FD,1189328,1589698
Odisha,Bhubaneswar (GEN),Aparajita Sarangi,BJP,N,512519,30.6,47.72,W,1073913,1675019
Odisha,Bhubaneswar (GEN),Santilata Rout,SZPB,U,1441,0.09,0.13,FD,1073913,1675019
Odisha,Bhubaneswar (GEN),Sangeeta Pattanaik,ODSHJP,U,1530,0.09,0.14,FD,1073913,1675019
Odisha,Aska (GEN),Anita Subhadarshini,BJP,N,494226,30.44,49.62,W,995973,1623404
Odisha,Aska (GEN),Ranjita Sahu,BJD,S,394252,24.29,39.58,L,995973,1623404
Odisha,Berhampur (GEN),Sirin Tammana,IND,Z,5078,0.32,0.49,FD,1026981,1595228
Odisha,Koraput (ST),Kausalya Hikaka,BJD,S,323318,21.82,29.11,L,1110513,1481642
Odisha,Koraput (ST),Damini Jani,BSP,N,15413,1.04,1.39,FD,1110513,1481642
Odisha,Koraput (ST),Pramila Pujari,SUCI,U,4867,0.33,0.44,FD,1110513,1481642
Odisha,Koraput (ST),Suman Kanta,NBBHNRSVP,U,8387,0.57,0.76,FD,1110513,1481642
Punjab,Gurdaspur (GEN),Santosh Kumari,MEDP,U,1194,0.07,0.11,FD,1074472,1627611
Punjab,Gurdaspur (GEN),Santosh Kaur,IND,Z,4738,0.29,0.44,FD,1074472,1627611
Punjab,Gurdaspur (GEN),Gurpreet Kaur Bajwa,IND,Z,1709,0.11,0.16,FD,1074472,1627611
Punjab,Amritsar (GEN),Daswinder Kaur,CPI,S,2481,0.15,0.28,FD,901942,1617542
Punjab,Amritsar (GEN),Narinder Kaur,AJPI,U,1097,0.07,0.12,FD,901942,1617542
Punjab,Amritsar (GEN),Sharanjit Kaur,IND,Z,2460,0.15,0.27,FD,901942,1617542
Punjab,Amritsar (GEN),Neelam,IND,Z,409,0.03,0.05,FD,901942,1617542
Punjab,Jalandhar (SC),Sonia,RPPRINAT,U,1055,0.06,0.11,FD,984364,1655868
Punjab,Jalandhar (SC),Rajwant Kaur Khalsa,ASJP,U,952,0.06,0.1,FD,984364,1655868
Punjab,Jalandhar (SC),Paramjit Kaur Teji,IND,Z,500,0.03,0.05,FD,984364,1655868
Punjab,Hoshiarpur (SC),Anita Som Parkash,BJP,N,199994,12.36,21.21,L,942933,1618186
Punjab,Hoshiarpur (SC),Yamini Gomar,INC,N,259748,16.05,27.55,L,942933,1618186
Punjab,Anandpur Sahib (GEN),Sunaina,BRRTD,U,1640,0.09,0.15,FD,1070721,1740606
Punjab,Anandpur Sahib (GEN),Kiran Jain,HSS,U,515,0.03,0.05,FD,1070721,1740606
Punjab,Ludhiana (GEN),Harvinder Kaur,SMJSNGP,U,419,0.02,0.04,FD,1054081,1760756
Punjab,Ludhiana (GEN),Dr. Palwinder Kaur,IND,Z,1768,0.1,0.17,FD,1054081,1760756
Punjab,Fatehgarh Sahib (SC),Kamaljeet Kaur,IND,Z,899,0.06,0.09,FD,965068,1557201
Punjab,Faridkot (SC),Amarjit Kaur Sahoke,INC,N,160357,10.02,15.87,FD,1010312,1599861
Punjab,Faridkot (SC),Kulwant Kaur,SJVP,U,786,0.05,0.08,FD,1010312,1599861
Punjab,Bathinda (GEN),Harsimrat Kaur Badal,SAD,S,376558,22.7,32.85,W,1146237,1659163
Punjab,Bathinda (GEN),Parampal Kaur Sidhu,BJP,N,110762,6.68,9.66,FD,1146237,1659163
Punjab,Bathinda (GEN),Poonam Rani,NATJUP,U,1064,0.06,0.09,FD,1146237,1659163
Punjab,Sangrur (GEN),Harpreet Kaur,INGRP,U,1105,0.07,0.11,FD,1005845,1563808
Punjab,Patiala (GEN),Preneet Kaur,BJP,N,288998,15.95,25.24,L,1145062,1811580
Punjab,Patiala (GEN),Dimple,IND,Z,850,0.05,0.07,FD,1145062,1811580
Punjab,Patiala (GEN),Binder Kaur,IND,Z,711,0.04,0.06,FD,1145062,1811580
Rajasthan,GANGANAGAR (SC),Priyanka Balan Meghwal,BJP,N,638339,30.34,45.58,L,1400399,2103968
Rajasthan,GANGANAGAR (SC),Kulwant Kaur,IPGP,U,4362,0.21,0.31,FD,1400399,2103968
Rajasthan,BIKANER (SC),Ratani Devi,IND,Z,3926,0.19,0.36,FD,1105724,2050748
Rajasthan,CHURU (GEN),Gomati Dharampal Kataria,BRKP(D),U,4961,0.22,0.35,FD,1417989,2222213
Rajasthan,JAIPUR RURAL (GEN),Kahanvi Bohra,IND,Z,1711,0.08,0.14,FD,1254535,2194555
Rajasthan,JAIPUR RURAL (GEN),Neha Singh Gurjar,IND,Z,1407,0.06,0.11,FD,1254535,2194555
Rajasthan,JAIPUR (GEN),Manju Sharma,BJP,N,886850,38.75,61.04,W,1452830,2288793
Rajasthan,BHARATPUR (SC),Anjila Jatav,BSP,N,9508,0.45,0.84,FD,1127557,2124971
Rajasthan,BHARATPUR (SC),Sanjna Jatav,INC,N,579890,27.29,51.43,W,1127557,2124971
Rajasthan,BHARATPUR (SC),Aneeta,IND,Z,5119,0.24,0.45,FD,1127557,2124971
Rajasthan,KARAULI-DHOLPUR (SC),Indu Devi,BJP,N,431066,21.77,43.96,L,980662,1980182
Rajasthan,AJMER (GEN),Prem Lata,IND,Z,1155,0.06,0.1,FD,1189777,1999399
Rajasthan,NAGAUR (GEN),Jyoti Mirdha,BJP,N,554730,25.74,45.11,L,1229702,2155502
Rajasthan,PALI (GEN),Sangeeta Beniwal,INC,N,512038,21.8,38.21,L,1339989,2348274
Rajasthan,JODHPUR (GEN),Manju Meghwal,BSP,N,6395,0.3,0.47,FD,1373247,2138241
Rajasthan,JODHPUR (GEN),Shahnaz Bano,DKD,U,547,0.03,0.04,FD,1373247,2138241
Rajasthan,UDAIPUR (ST),Dr. Savita Kumari Ahari,IND,Z,8162,0.37,0.55,FD,1475428,2231240
Rajasthan,RAJSAMAND (GEN),Mahima Kumari Mewar,BJP,N,781203,37.84,65.06,W,1200719,2064478
